    BXA nested sampling keep shorter 
    burst: bn080916009
    data: GBMwLAT
    model: grbm 
    prob                        cstat                      alpha                        beta                      enaught                    norm
    0.522396732364760683E-12    0.366622328228631545E+03   -0.102300171054805666E+01   -0.221970468088047213E+01    0.616686789296751499E+03   -0.179325048806490450E+01
    0.522660214315836471E-12    0.366618819740213837E+03   -0.104200269715978244E+01   -0.219434051657884410E+01    0.509554970058899755E+03   -0.173063627392349062E+01
    0.526920212001344853E-12    0.366600084601023411E+03   -0.999616041319585591E+00   -0.212817881353303129E+01    0.411229756115857299E+03   -0.173834410439471299E+01
    0.543455042217474800E-12    0.366535788906170239E+03   -0.111547427734617344E+01   -0.229467207169451104E+01    0.988522232865251681E+03   -0.181520919581302032E+01
    0.551010492175707348E-12    0.366505675172362260E+03   -0.110305051435973844E+01   -0.229624597730831681E+01    0.886764135691863089E+03   -0.181789136889710079E+01
    0.566367655006509441E-12    0.366448196005477769E+03   -0.938294627258921210E+00   -0.219564447466388835E+01    0.417560742286281993E+03   -0.173961049557751224E+01
    0.571996255778377345E-12    0.366425917983395095E+03   -0.112379403087784624E+01   -0.223362032268298627E+01    0.924312144039394411E+03   -0.182075851117001797E+01
    0.587825964569395485E-12    0.366368821023498128E+03   -0.968290591988415272E+00   -0.219725078656369899E+01    0.370373526703323989E+03   -0.169823556199437498E+01
    0.587181025339154971E-12    0.366368516548462878E+03   -0.102545373771777015E+01   -0.225932831182163252E+01    0.687655407891771574E+03   -0.178511781715380558E+01
    0.597475211656315516E-12    0.366331257282073011E+03   -0.971924417965155385E+00   -0.220120579112742476E+01    0.405665519399562982E+03   -0.169995678620769830E+01
    0.607872922038222954E-12    0.366294251173797761E+03   -0.114823907163428096E+01   -0.228367951273711611E+01    0.101256055954615454E+04   -0.182838742029338697E+01
    0.608738950017574850E-12    0.366288903829807452E+03   -0.113243107236024620E+01   -0.226836662070233963E+01    0.963001313571765877E+03   -0.183007859960046559E+01
    0.611294518562985386E-12    0.366278025134144173E+03   -0.109710601218011661E+01   -0.230232068596421158E+01    0.907715439212020101E+03   -0.181089197956245762E+01
    0.640412961283967545E-12    0.366182456433879224E+03   -0.115690711622339037E+01   -0.226213976517373627E+01    0.100787890051634542E+04   -0.182749160071710293E+01
    0.641223381005138081E-12    0.366177427105387380E+03   -0.103106992740039161E+01   -0.227788580477588809E+01    0.681299666571455191E+03   -0.178162101558059049E+01
    0.647343519215883891E-12    0.366155928684023138E+03   -0.104408781153847485E+01   -0.228719962476270844E+01    0.695174241627108472E+03   -0.178284836082753451E+01
    0.659301659191356490E-12    0.366116820509004924E+03   -0.112763169827018039E+01   -0.219596266251990357E+01    0.802230353393867063E+03   -0.181027852338573503E+01
    0.667581234690676108E-12    0.366089360708866536E+03   -0.113525797313757870E+01   -0.222110343369824914E+01    0.809073667980038067E+03   -0.181976535855077337E+01
    0.669806944307199547E-12    0.366080203818350356E+03   -0.110370056321503185E+01   -0.221013742400543656E+01    0.582041888524129831E+03   -0.177455356601333847E+01
    0.684609635896201746E-12    0.366033985271992208E+03   -0.107265649294290277E+01   -0.216516774128320222E+01    0.576699114158256634E+03   -0.175636182511661509E+01
    0.689759006854475675E-12    0.366016498332116726E+03   -0.113756209585071666E+01   -0.226289371315746379E+01    0.860418282867063567E+03   -0.179599488301386323E+01
    0.699003968682632257E-12    0.365987370034677326E+03   -0.103431083858523465E+01   -0.227758238388367307E+01    0.628935667456905549E+03   -0.178011640510812263E+01
    0.700042692010320582E-12    0.365981900230888073E+03   -0.107084747168207350E+01   -0.218905466674023153E+01    0.537927904071286434E+03   -0.178127030846359169E+01
    0.714630907575459061E-12    0.365938150481969956E+03   -0.113163008208863403E+01   -0.222617723268793011E+01    0.723276579874066556E+03   -0.178338532324576349E+01
    0.720244358264046820E-12    0.365920001792609014E+03   -0.114396146321710113E+01   -0.227731236485612332E+01    0.881351481956338603E+03   -0.181255017627080761E+01
    0.719724957143913772E-12    0.365918944604305409E+03   -0.106588247154198257E+01   -0.217439066742036502E+01    0.655052948633394408E+03   -0.179220257439102326E+01
    0.730471013086080885E-12    0.365886803775466092E+03   -0.108587613166727337E+01   -0.227831674437752341E+01    0.762652470020119267E+03   -0.180927431517205584E+01
    0.733346938236612160E-12    0.365876445069133808E+03   -0.110410480881635209E+01   -0.219352032662859742E+01    0.652333907352433812E+03   -0.176763410413294331E+01
    0.733823328787363159E-12    0.365872646268092865E+03   -0.105837570898093958E+01   -0.225689762960097262E+01    0.780310673330936766E+03   -0.180671114927156573E+01
    0.762804587996100829E-12    0.365792679097656332E+03   -0.103613343271273983E+01   -0.215950352900059794E+01    0.439931016404042396E+03   -0.175212270005879844E+01
    0.762947367055320779E-12    0.365789804779775409E+03   -0.102394250561489031E+01   -0.225469777069561061E+01    0.659195414973907759E+03   -0.177018102773061337E+01
    0.766796507430268722E-12    0.365777239961572832E+03   -0.114948275624437990E+01   -0.224429472993766943E+01    0.949951040267740154E+03   -0.181121217903596055E+01
    0.813032177535673663E-12    0.365657641499369390E+03   -0.107164760490507582E+01   -0.217204253953454796E+01    0.542930122434714121E+03   -0.178339984797992201E+01
    0.821320843103560331E-12    0.365634855217209008E+03   -0.103497457598093767E+01   -0.216992119073311329E+01    0.519513745276701684E+03   -0.177960492867810416E+01
    0.822922534926309961E-12    0.365628458732416618E+03   -0.917460477502215710E+00   -0.217236233545851665E+01    0.324604193592221520E+03   -0.169045128979182202E+01
    0.827889709848643955E-12    0.365613922984733108E+03   -0.940717220531652742E+00   -0.213638683738816049E+01    0.320578369356488281E+03   -0.168946477424477770E+01
    0.832852497040942163E-12    0.365599469770214398E+03   -0.111795375422830823E+01   -0.227775131522960006E+01    0.769712625503165555E+03   -0.179159698129094913E+01
    0.968298124723878541E-12    0.365295602834533611E+03   -0.112449869030292504E+01   -0.225421557726096466E+01    0.752741954835128695E+03   -0.180671881901499454E+01
    0.977294309738013071E-12    0.365274607184634590E+03   -0.102595029389002512E+01   -0.223168535160169412E+01    0.482160805959999948E+03   -0.175247368579731955E+01
    0.993003660132592329E-12    0.365240214174482730E+03   -0.101694247445131936E+01   -0.224662554203141873E+01    0.610091846924251740E+03   -0.178743987041313623E+01
    0.100950954659645041E-11    0.365204743085496943E+03   -0.112529083006161024E+01   -0.221430947940285527E+01    0.805733245349244044E+03   -0.181991264674367770E+01
    0.101367812797835963E-11    0.365194001462965957E+03   -0.104331841881020537E+01   -0.224439449472366093E+01    0.516303207940940069E+03   -0.175124157936117975E+01
    0.101659525056054453E-11    0.365185754208196386E+03   -0.109450702166115832E+01   -0.223907716553858904E+01    0.624384444611101230E+03   -0.176363293995304282E+01
    0.102886540203230018E-11    0.365159259029137672E+03   -0.106248955473536810E+01   -0.227677637062958205E+01    0.664016734531679163E+03   -0.176814030778817965E+01
    0.102827991545440530E-11    0.365157897473930575E+03   -0.967207245323001175E+00   -0.221718004132009661E+01    0.525210646746700149E+03   -0.176008193677236591E+01
    0.103367814896070798E-11    0.365144925397058273E+03   -0.102221041471464247E+01   -0.222949932546960561E+01    0.648624491224902044E+03   -0.179237755072085214E+01
    0.104310587454529545E-11    0.365124266955467533E+03   -0.940061932099315101E+00   -0.216742660107383944E+01    0.436819323592278408E+03   -0.173750839637939336E+01
    0.106482274051575538E-11    0.365080555627506953E+03   -0.960157931853368396E+00   -0.220098302242339194E+01    0.457311443107145521E+03   -0.171806573659828388E+01
    0.107337675534829837E-11    0.365062053265736836E+03   -0.962557982006217117E+00   -0.223058786169832857E+01    0.440664926677025221E+03   -0.171624822518781350E+01
    0.113179131242365313E-11    0.364953569096857109E+03   -0.106601424700046188E+01   -0.227354340081794870E+01    0.814798802045491811E+03   -0.179889208644047649E+01
    0.114052337566071738E-11    0.364935697799446928E+03   -0.111652330393457966E+01   -0.226423302008276472E+01    0.746311051887583176E+03   -0.180390153379363483E+01
    0.115371403047466988E-11    0.364910199656139071E+03   -0.955629626333712068E+00   -0.213597662621825179E+01    0.403899184492103018E+03   -0.173031221455980244E+01
    0.116380736135727579E-11    0.364890278639468988E+03   -0.102871338557565117E+01   -0.218301052170731946E+01    0.542578136511840398E+03   -0.174093104961465173E+01
    0.118083742231912275E-11    0.364858724583053061E+03   -0.108669543700640148E+01   -0.229923953942952153E+01    0.793635217524022323E+03   -0.179405652552650707E+01
    0.118105920266397450E-11    0.364855848986012688E+03   -0.111741363859619369E+01   -0.222649363571751735E+01    0.840525251622838255E+03   -0.179514209433840044E+01
    0.118476153987113682E-11    0.364847089272141829E+03   -0.108379204377812322E+01   -0.220944864175045375E+01    0.644991033460608833E+03   -0.176031760407336790E+01
    0.119155201194607965E-11    0.364833158978268727E+03   -0.110158166474957930E+01   -0.227372094929151380E+01    0.713866845829544559E+03   -0.179454572834412929E+01
    0.120801352543743742E-11    0.364803217724455408E+03   -0.105732173612585534E+01   -0.227519364424312265E+01    0.624551963614627198E+03   -0.177741018471519041E+01
    0.128942723536262862E-11    0.364670276084103705E+03   -0.112074079761183576E+01   -0.227259101630263949E+01    0.923681007993097751E+03   -0.182703895344639733E+01
    0.130032022881780444E-11    0.364650951188477222E+03   -0.104888733993880656E+01   -0.213736738731094889E+01    0.507020562053585877E+03   -0.175748774161935195E+01
    0.132373507281803705E-11    0.364612757633595550E+03   -0.105408791252868816E+01   -0.220520244481463834E+01    0.613380918849904674E+03   -0.179852817221819095E+01
    0.135112081763708470E-11    0.364569303349898803E+03   -0.972283457038066956E+00   -0.221030220195632676E+01    0.424282314444781207E+03   -0.170622930273155937E+01
    0.138073018392179764E-11    0.364523447360425507E+03   -0.109453643668166123E+01   -0.219338765034675198E+01    0.571932589019696366E+03   -0.175608837466043255E+01
    0.139051829543589753E-11    0.364506819212350536E+03   -0.876469573980703132E+00   -0.217599484173405422E+01    0.321685839691911895E+03   -0.167829476805069966E+01
    0.142842523355831321E-11    0.364450527112078021E+03   -0.104746156378329758E+01   -0.226888755385984542E+01    0.671391696389828894E+03   -0.176709479474744313E+01
    0.142833560152982534E-11    0.364448152613698426E+03   -0.102144504934229552E+01   -0.223221898311549083E+01    0.628977997049778423E+03   -0.179228848307985800E+01
    0.146754076125988487E-11    0.364391496219822272E+03   -0.101214372562315447E+01   -0.223916707483417721E+01    0.474030968635074146E+03   -0.174467654814703543E+01
    0.148103206294372684E-11    0.364370693947314805E+03   -0.108939230752723404E+01   -0.223665125843614909E+01    0.733167298738896875E+03   -0.177356632287875549E+01
    0.148460969196221036E-11    0.364363368508438953E+03   -0.877090727081295540E+00   -0.214727741881699075E+01    0.305330242364003425E+03   -0.166677342888937297E+01
    0.148308442528785028E-11    0.364362924335958041E+03   -0.102391522192688988E+01   -0.221655266897889813E+01    0.453678563590284682E+03   -0.172532347603300273E+01
    0.149414538530846536E-11    0.364345563526931130E+03   -0.964213895044482072E+00   -0.216059230178542006E+01    0.446413004977257913E+03   -0.175059831536830401E+01
    0.149230911081516882E-11    0.364345522998156412E+03   -0.111064962103306542E+01   -0.223694033017067007E+01    0.671240758060644566E+03   -0.177209261286590980E+01
    0.155417974356039611E-11    0.364261776495756351E+03   -0.109235855791682290E+01   -0.229341197503407912E+01    0.898136967972655953E+03   -0.180771303269976436E+01
    0.155348785984539551E-11    0.364260167046246067E+03   -0.917587696157019295E+00   -0.221463210125272525E+01    0.385192573170330775E+03   -0.170758479839569155E+01
    0.156170407205119384E-11    0.364247117158551475E+03   -0.101431141307971906E+01   -0.217695051566174946E+01    0.527102881715736316E+03   -0.177865341861809512E+01
    0.160740362214056089E-11    0.364186931876044071E+03   -0.107435335684011513E+01   -0.223760078356523096E+01    0.803025595308413131E+03   -0.179706246391088520E+01
    0.162851244223489783E-11    0.364158338344445838E+03   -0.105794228334641005E+01   -0.220942177174135068E+01    0.681652269280590190E+03   -0.177206676168979627E+01
    0.165239869091357502E-11    0.364126716347850049E+03   -0.110262312520969097E+01   -0.229628325949681589E+01    0.815553778583908979E+03   -0.180513322353298733E+01
    0.167667686286131464E-11    0.364095044763154647E+03   -0.112093357204259902E+01   -0.230101844515849763E+01    0.922968263009740895E+03   -0.180703233803898122E+01
    0.168966086218450813E-11    0.364077116645395961E+03   -0.101666847856003884E+01   -0.214289615295718239E+01    0.390493533735091944E+03   -0.171626642529101048E+01
    0.169248855114675502E-11    0.364071272393826405E+03   -0.981248666967712069E+00   -0.220695091558920620E+01    0.425091033889278833E+03   -0.170670529416763372E+01
    0.169984687743856912E-11    0.364060095966642677E+03   -0.110022310876516372E+01   -0.227283683289436400E+01    0.930842338936450119E+03   -0.181507925064397924E+01
    0.174413526016723876E-11    0.364006154556634044E+03   -0.111089857674580372E+01   -0.229737768642717377E+01    0.909603807775930022E+03   -0.181829396706931767E+01
    0.196494319023932626E-11    0.363765245648296343E+03   -0.102093613338007572E+01   -0.225854345766206599E+01    0.630960043264163915E+03   -0.178686217983136508E+01
    0.202864296285185975E-11    0.363698938159847955E+03   -0.112281156925102366E+01   -0.228259976034741996E+01    0.959143994933528461E+03   -0.182651967753314892E+01
    0.211283416053687945E-11    0.363615111815978992E+03   -0.104740449232842536E+01   -0.219470917024977119E+01    0.664093478984415015E+03   -0.177981072889738989E+01
    0.216439355265421363E-11    0.363564391900528392E+03   -0.106582413545876697E+01   -0.220601817460877569E+01    0.614172806474967615E+03   -0.179882240495699541E+01
    0.231433786961272938E-11    0.363427925058100584E+03   -0.115145067937354995E+01   -0.228202049648515182E+01    0.101378432363710078E+04   -0.181954642330356364E+01
    0.249517847575317481E-11    0.363274951796437392E+03   -0.110047169780722776E+01   -0.222301231422069900E+01    0.602894863786298970E+03   -0.178202907591058057E+01
    0.263485275682557715E-11    0.363163517715124783E+03   -0.105155095296125367E+01   -0.227675215003227294E+01    0.671874369532393530E+03   -0.179152698249531639E+01
    0.268957639104795281E-11    0.363119904904930934E+03   -0.967345036155970561E+00   -0.213830108367856830E+01    0.353187162460684874E+03   -0.169023485236552595E+01
    0.274844132491945804E-11    0.363074104396356802E+03   -0.107056664708117566E+01   -0.224384547130557976E+01    0.720192049047420028E+03   -0.177235086952288867E+01
    0.278035041610503062E-11    0.363048518379028224E+03   -0.981136443214273513E+00   -0.218383817750556553E+01    0.384857230556889078E+03   -0.172574973705830992E+01
    0.279075136864227162E-11    0.363038550581796471E+03   -0.102146266765288019E+01   -0.220210403561830503E+01    0.619501306949153332E+03   -0.178713594758339767E+01
    0.285104827793721644E-11    0.362993298829518267E+03   -0.904184321813390923E+00   -0.216361845329001845E+01    0.377958361772466446E+03   -0.170764837563818261E+01
    0.296704208413397211E-11    0.362911041265908466E+03   -0.103921611412913073E+01   -0.225159613911119738E+01    0.544336235425135328E+03   -0.176678706027042942E+01
    0.299694180040397451E-11    0.362888487578740865E+03   -0.104554528392445967E+01   -0.224569835923535166E+01    0.532850780049488094E+03   -0.176240868210964940E+01
    0.327605336248790842E-11    0.362707893406915844E+03   -0.106436374908286346E+01   -0.228783402798462099E+01    0.787066956154877857E+03   -0.179680863317145878E+01
    0.329578342026526005E-11    0.362693384516429091E+03   -0.101570810485643470E+01   -0.213330704681656513E+01    0.402178270152806363E+03   -0.173104068152810520E+01
    0.332295318299621635E-11    0.362674464515469936E+03   -0.925377581927312676E+00   -0.217867298973019263E+01    0.331298014511304416E+03   -0.167790043535424616E+01
    0.338780983187486749E-11    0.362633305025848813E+03   -0.981602859908077718E+00   -0.220769632749103017E+01    0.431290270422939727E+03   -0.174490624066847388E+01
    0.349978011514029379E-11    0.362565772031911081E+03   -0.106750164764053856E+01   -0.220226547986884214E+01    0.694945386193396985E+03   -0.180543472218758794E+01
    0.357071721909292712E-11    0.362523139361823155E+03   -0.106755622579722420E+01   -0.216280693756661435E+01    0.595002970750466602E+03   -0.178864859254086461E+01
    0.363720354587226123E-11    0.362483742056943981E+03   -0.113259717521909842E+01   -0.229226349637138682E+01    0.972808998425782647E+03   -0.181104276991701774E+01
    0.366406625710342726E-11    0.362466525256625630E+03   -0.108036259850943850E+01   -0.226091507483992338E+01    0.629239160580409816E+03   -0.178124287242232882E+01
    0.366085917547620980E-11    0.362465776581938997E+03   -0.112594448831850436E+01   -0.219968839981526720E+01    0.805157387435597002E+03   -0.181061827648936102E+01
    0.370903446613735120E-11    0.362437129134397480E+03   -0.114163846697856286E+01   -0.222243156631940764E+01    0.891180350087911052E+03   -0.181893407801505980E+01
    0.374495438637801414E-11    0.362415353442418166E+03   -0.110241311879046755E+01   -0.227031556963506276E+01    0.780528179514517547E+03   -0.181249077320002527E+01
    0.378258803945445211E-11    0.362392855432710235E+03   -0.110670065857211419E+01   -0.218248916892244349E+01    0.719225680823503581E+03   -0.179037981795084455E+01
    0.378680570689623873E-11    0.362388126631821024E+03   -0.110827147025256245E+01   -0.221572256656649014E+01    0.818058552430679697E+03   -0.179728083716782905E+01
    0.385000432383688392E-11    0.362352523773716484E+03   -0.105230475652233224E+01   -0.218571967702794012E+01    0.475579641938900181E+03   -0.173115303430351020E+01
    0.392687309179686196E-11    0.362310485399982213E+03   -0.111303347831814392E+01   -0.226063465343610215E+01    0.916491205514229250E+03   -0.180411587514800154E+01
    0.393118052650630571E-11    0.362305792778068337E+03   -0.964511978768330280E+00   -0.222578540289679072E+01    0.510960053013104186E+03   -0.175727425375166035E+01
    0.393983995037585451E-11    0.362298892114958107E+03   -0.999221681279557572E+00   -0.213793421301986264E+01    0.449839060357908295E+03   -0.175031434194208302E+01
    0.398691772404538595E-11    0.362272635452202678E+03   -0.107245991169869370E+01   -0.219823687957767788E+01    0.718268999282600134E+03   -0.180270558712429185E+01
    0.400196109620111030E-11    0.362262603286413366E+03   -0.109537060132196906E+01   -0.220167853346633002E+01    0.738745731015446040E+03   -0.178405295384138540E+01
    0.405702668295192334E-11    0.362232771594027213E+03   -0.108562426882596164E+01   -0.216078921924105494E+01    0.576240083042686933E+03   -0.178502318596334675E+01
    0.411582201759552716E-11    0.362201495165579558E+03   -0.967359032702512778E+00   -0.216376155339123066E+01    0.468056901906690598E+03   -0.175103521660014394E+01
    0.412309501089534354E-11    0.362195464121310579E+03   -0.104068901350520804E+01   -0.218354582922085516E+01    0.469913192909938800E+03   -0.176141605207972063E+01
    0.428242037705419083E-11    0.362117135599640619E+03   -0.106467147389151506E+01   -0.220371623128211436E+01    0.494614277032733753E+03   -0.174468915699374705E+01
    0.437476027755398233E-11    0.362071968867250803E+03   -0.990934272201700495E+00   -0.222729642852374177E+01    0.469535100495504082E+03   -0.175390637947663386E+01
    0.452690958512514458E-11    0.362001093324675367E+03   -0.108933113973512086E+01   -0.226931127589283044E+01    0.847333046655269868E+03   -0.179470168269890706E+01
    0.462793311416770338E-11    0.361954451602863685E+03   -0.114749504803618407E+01   -0.226139915221742260E+01    0.100256305128709221E+04   -0.181921391756340256E+01
    0.463827927920425844E-11    0.361947485411545415E+03   -0.103999058599337246E+01   -0.217655879807856500E+01    0.434878688420398646E+03   -0.174082915403525185E+01
    0.464058152778774818E-11    0.361943992941164140E+03   -0.111795388597390044E+01   -0.222971922422105173E+01    0.726179221184268499E+03   -0.180975041831313810E+01
    0.463981887770291693E-11    0.361941821655466640E+03   -0.978303511408221027E+00   -0.224491233746565300E+01    0.468676560360227370E+03   -0.173922678275045861E+01
    0.472495588129746548E-11    0.361902955869242419E+03   -0.102439091165224028E+01   -0.216188268320949106E+01    0.402387987325226220E+03   -0.172475237664166414E+01
    0.472181896575603692E-11    0.361901784117542036E+03   -0.113134271206686066E+01   -0.227195998257528142E+01    0.864639294320449608E+03   -0.181859178775555108E+01
    0.472161121187113837E-11    0.361899372116873224E+03   -0.114899173189254356E+01   -0.223386481743234189E+01    0.925348255115966367E+03   -0.181508238260704324E+01
    0.502319782968233038E-11    0.361773038818945793E+03   -0.954666517264083581E+00   -0.219527325200008683E+01    0.363125129293724285E+03   -0.170518790990714919E+01
    0.504611948356954794E-11    0.361761433258849934E+03   -0.110727042978073342E+01   -0.224055075783573088E+01    0.890955961965300617E+03   -0.181862313732307612E+01
    0.515794123391090698E-11    0.361715097288061031E+03   -0.106181565237983122E+01   -0.226770873852958932E+01    0.669114662791794899E+03   -0.176632184980041806E+01
    0.524151942329080669E-11    0.361680449471308236E+03   -0.100550916727608275E+01   -0.221939252285272204E+01    0.558553815543125438E+03   -0.178128704678155358E+01
    0.529095371224685397E-11    0.361659175285484366E+03   -0.113415914935526452E+01   -0.221415456205720673E+01    0.850000015294156469E+03   -0.181752379817626419E+01
    0.552758566003142587E-11    0.361569170055073187E+03   -0.104238696687223609E+01   -0.226536350384500551E+01    0.607628111411994496E+03   -0.175755501623813437E+01
    0.555294163871504926E-11    0.361557516691786873E+03   -0.989076848065190362E+00   -0.213704782855866693E+01    0.447137746065163640E+03   -0.173767968479256218E+01
    0.557949158716126247E-11    0.361545476998803338E+03   -0.113032965845880007E+01   -0.226950488666594197E+01    0.853634944777791475E+03   -0.179569882276870629E+01
    0.569769187366581099E-11    0.361501049999688007E+03   -0.112353639459124999E+01   -0.227677866999557565E+01    0.864482049036977855E+03   -0.179579215823154037E+01
    0.574975663002247710E-11    0.361480357259063567E+03   -0.107261082021592280E+01   -0.214863356475192013E+01    0.554807369759567337E+03   -0.177455830457392238E+01
    0.605202495286377877E-11    0.361375386478473843E+03   -0.107218886218724485E+01   -0.228074391811983546E+01    0.695180829397873254E+03   -0.177546021840943524E+01
    0.617603533867252220E-11    0.361332319247180806E+03   -0.111659307330345925E+01   -0.226427583771278229E+01    0.916449556804509939E+03   -0.182548289075097436E+01
    0.632282295701534947E-11    0.361282840758773546E+03   -0.969404551666190883E+00   -0.223346847162962714E+01    0.485027462844841125E+03   -0.173030104957872766E+01
    0.632586813585125750E-11    0.361279377756713473E+03   -0.114336272016954332E+01   -0.222044466642140570E+01    0.761318532877718667E+03   -0.179908119438952063E+01
    0.641120059087595422E-11    0.361250079210337958E+03   -0.108102089935491286E+01   -0.216195842054595566E+01    0.566225891785144199E+03   -0.175853250778288839E+01
    0.651659091017231610E-11    0.361214969571147265E+03   -0.989307553863829625E+00   -0.220209723808308855E+01    0.413788937039367852E+03   -0.170660114813868269E+01
    0.667379409655662879E-11    0.361164795259916673E+03   -0.114189280614143129E+01   -0.224298348468721542E+01    0.791681051491000517E+03   -0.180657100601751885E+01
    0.679113081413817751E-11    0.361127437378834941E+03   -0.113820310442435968E+01   -0.220938280800163422E+01    0.779166587765685904E+03   -0.179520932546857814E+01
    0.693855756140351523E-11    0.361081984498987765E+03   -0.103905156657053155E+01   -0.224541535485530908E+01    0.611642868071971748E+03   -0.179062630728147631E+01
    0.695583311734443742E-11    0.361074511106417276E+03   -0.994760554574044775E+00   -0.222607203242156970E+01    0.438879825869924161E+03   -0.173537591552326198E+01
    0.694861322488495248E-11    0.361074088109105617E+03   -0.114137393722077363E+01   -0.223142681774249763E+01    0.810879462457897375E+03   -0.181518107940753737E+01
    0.697402313690351553E-11    0.361064287784778855E+03   -0.100471690818062775E+01   -0.225637287962061706E+01    0.593565665736985466E+03   -0.177495215322381839E+01
    0.717845539436891049E-11    0.361004003848894172E+03   -0.109604496105499116E+01   -0.224509047207521739E+01    0.837917923199018219E+03   -0.181989468045105873E+01
    0.735435912334552334E-11    0.360953085885604196E+03   -0.109662283266608007E+01   -0.225839367189132645E+01    0.889007281949952471E+03   -0.180646510625308210E+01
    0.741333333811167965E-11    0.360934611953745957E+03   -0.930770525590466136E+00   -0.215029881631628150E+01    0.398300874621280684E+03   -0.171813003657539909E+01
    0.752075862169303810E-11    0.360903338289627698E+03   -0.113500738008513125E+01   -0.225317263582770355E+01    0.929935552885150628E+03   -0.182672240061959990E+01
    0.763153804218956487E-11    0.360871593509961997E+03   -0.102866578683443066E+01   -0.213414600238592289E+01    0.425666763303177163E+03   -0.173027888253285234E+01
    0.779400832171244100E-11    0.360826961767216744E+03   -0.950876636838250633E+00   -0.216157295774242897E+01    0.335663522715478564E+03   -0.169585742614902735E+01
    0.782963469210386748E-11    0.360815340608442455E+03   -0.110466282017711848E+01   -0.228316869503558806E+01    0.938397027964031622E+03   -0.181615566937502493E+01
    0.794431789498657485E-11    0.360783758430594673E+03   -0.893229038827763944E+00   -0.214093240071576396E+01    0.327927262416206077E+03   -0.168342786238262399E+01
    0.806488498988491227E-11    0.360751133414309948E+03   -0.111704807659596739E+01   -0.223486511983466585E+01    0.736367939080292899E+03   -0.177897097567535312E+01
    0.809938636442764648E-11    0.360740095713802475E+03   -0.946605505372296818E+00   -0.213349290815001957E+01    0.386711048583173294E+03   -0.171593457705532515E+01
    0.813388509259450460E-11    0.360729094955296659E+03   -0.996324596550991259E+00   -0.224030462987049539E+01    0.570947347271806393E+03   -0.175312839970542278E+01
    0.816144529500788891E-11    0.360719829770906699E+03   -0.101242050129050121E+01   -0.220083144498828176E+01    0.444957530210468747E+03   -0.171586422133207606E+01
    0.824952819221632541E-11    0.360695860296685680E+03   -0.111713178169397942E+01   -0.225262741647897613E+01    0.706762602513654997E+03   -0.178431710276375455E+01
    0.829041175814656724E-11    0.360683473042120738E+03   -0.104194467065070029E+01   -0.219716676783262876E+01    0.659753196562768494E+03   -0.178382906991969925E+01
    0.828841779614523887E-11    0.360681454128437281E+03   -0.109167945358244900E+01   -0.229460176963659102E+01    0.807665681794346369E+03   -0.180442202245184724E+01
    0.831961583623314549E-11    0.360671440155988762E+03   -0.103944609248598319E+01   -0.220813146354511147E+01    0.459227745108282591E+03   -0.173987098180034039E+01
    0.834947852325034583E-11    0.360661774147249218E+03   -0.114371272299411508E+01   -0.225931512514726673E+01    0.991266015151992860E+03   -0.181815797879816721E+01
    0.839547771709237547E-11    0.360648285928733799E+03   -0.936077022148218418E+00   -0.218026188348300476E+01    0.386765434667533214E+03   -0.169388228525292028E+01
    0.839412081388084540E-11    0.360646109201076911E+03   -0.103123895196274340E+01   -0.225142604950052583E+01    0.625474426077961425E+03   -0.179023226865036023E+01
    0.855219011086961671E-11    0.360606297509533420E+03   -0.105045913241674072E+01   -0.215346924815850738E+01    0.476224642865096087E+03   -0.173514333423476153E+01
    0.854594825308291280E-11    0.360605257752264265E+03   -0.107784415567815017E+01   -0.228306181535702901E+01    0.830604943489944276E+03   -0.180918750186927291E+01
    0.859041660875448310E-11    0.360592377848277579E+03   -0.111693124842927105E+01   -0.224737621414027622E+01    0.689778597802368154E+03   -0.178643890761009949E+01
    0.884672691210170046E-11    0.360531077216120593E+03   -0.110382090645506459E+01   -0.225326177046596143E+01    0.763830813482704571E+03   -0.181391915544160831E+01
    0.884106793074637083E-11    0.360529856964466489E+03   -0.112373634386912080E+01   -0.223960518593073843E+01    0.726626333862653155E+03   -0.178238948768574090E+01
    0.883221671922657440E-11    0.360529360262084367E+03   -0.990560468419330320E+00   -0.217010419682251587E+01    0.419175316362184276E+03   -0.170593032591142801E+01
    0.884429490253179434E-11    0.360524127101731665E+03   -0.101452071260544230E+01   -0.225748252577467845E+01    0.609801916320172836E+03   -0.178088546362217492E+01
    0.905580091729768427E-11    0.360474361241053145E+03   -0.937754860518923650E+00   -0.218984453743524732E+01    0.445338399412343620E+03   -0.174047116053374040E+01
    0.915942383163145037E-11    0.360449105764002013E+03   -0.103769521606508341E+01   -0.220036445506090939E+01    0.538401686826044624E+03   -0.178257816952551629E+01
    0.917804412333992474E-11    0.360442544069518590E+03   -0.103753219780005956E+01   -0.226404554090745691E+01    0.633288739617243778E+03   -0.176157662582114405E+01
    0.936521110500075964E-11    0.360399668561356691E+03   -0.102184780463639591E+01   -0.218352464973524718E+01    0.449870465215477964E+03   -0.171756960085226318E+01
    0.939372677257988880E-11    0.360391088112723764E+03   -0.112227857753097737E+01   -0.218767659977514128E+01    0.748030303305353186E+03   -0.180117413698020101E+01
    0.940955418043142786E-11    0.360385221165938390E+03   -0.109073108115303796E+01   -0.217858249541176541E+01    0.695341270677620514E+03   -0.179103333839829837E+01
