    BXA nested sampling keep shorter 
    burst: bn080916009
    data: GBMwLAT
    model: grbm 
    prob                        cstat                      alpha                        beta                      enaught                    norm
    0.282254298518320209E-03    0.312424533814931863E+03   -0.104170242706477900E+01   -0.220693185810800241E+01    0.569824387543580201E+03   -0.176559075875566585E+01
    0.279761669065749696E-03    0.312442274562102000E+03   -0.101429712247021087E+01   -0.218739702714694317E+01    0.489212450185181808E+03   -0.174584984280916444E+01
    0.298494011366450104E-03    0.312312650939287437E+03   -0.102611908958652265E+01   -0.219575620926076986E+01    0.529147326901368842E+03   -0.175910833918331555E+01
    0.341068425167957137E-03    0.312045984444761302E+03   -0.103318989210998424E+01   -0.220724685204053106E+01    0.543904365028199891E+03   -0.175872151953758049E+01
    0.257417264019026062E-03    0.312608753952314601E+03   -0.101289128728237365E+01   -0.219590482414179533E+01    0.496581580454647053E+03   -0.174614111346230061E+01
    0.429245958561194965E-03    0.311586090510469035E+03   -0.102617486767213251E+01   -0.220053209896015201E+01    0.518207885146720514E+03   -0.175425556612728606E+01
    0.202928591122947878E-03    0.313084442381122926E+03   -0.102484930206704661E+01   -0.219860760580908199E+01    0.501080130048869648E+03   -0.175006127195855932E+01
    0.208246439584117680E-03    0.313032706311570678E+03   -0.104145148668870746E+01   -0.219949799558880521E+01    0.560022465047813853E+03   -0.176726255619365702E+01
    0.222637045726407310E-03    0.312899064984012966E+03   -0.103201361506374489E+01   -0.220554295625138508E+01    0.536447434907879028E+03   -0.175484224750779561E+01
    0.330908460607532242E-03    0.312106467113556107E+03   -0.102761159798338930E+01   -0.219154822182185516E+01    0.518099054515266971E+03   -0.175696026448358111E+01
    0.339101657677780147E-03    0.312057550804537186E+03   -0.101905083591581480E+01   -0.218978941433841889E+01    0.499703628633306607E+03   -0.174853832607891491E+01
    0.224909649885721407E-03    0.312878753148710871E+03   -0.102407912837126425E+01   -0.219300257595169867E+01    0.526085795550298712E+03   -0.175545547164157512E+01
    0.226301307575840462E-03    0.312866416018329176E+03   -0.102980339053361902E+01   -0.219971954550093685E+01    0.525080482849684927E+03   -0.175202707771944866E+01
    0.233181431280756119E-03    0.312806517028541805E+03   -0.103148482914025763E+01   -0.220497560340943277E+01    0.527962763351561534E+03   -0.175360511970658628E+01
    0.267663464994423895E-03    0.312530689752119372E+03   -0.103019692697899501E+01   -0.219725671589284666E+01    0.541969489765298817E+03   -0.176070018354559821E+01
    0.327177079681547386E-03    0.312129147574898468E+03   -0.103222268479562018E+01   -0.220539172672247563E+01    0.533069596387770503E+03   -0.175594735330653684E+01
    0.267191362712780286E-03    0.312534220447775795E+03   -0.101617579461861141E+01   -0.218635880192685939E+01    0.495447476878455859E+03   -0.174999876808400501E+01
    0.241971820649256779E-03    0.312732508128145355E+03   -0.102335455086888416E+01   -0.220344512093616984E+01    0.520588783442983640E+03   -0.175145066754943102E+01
    0.259505226181304090E-03    0.312592596996042062E+03   -0.102952648516908774E+01   -0.219051705135588648E+01    0.508730445521902936E+03   -0.175478687860956661E+01
    0.203449806825889326E-03    0.313079312029791538E+03   -0.104364124496629529E+01   -0.220615654807700956E+01    0.560210514902607997E+03   -0.176753650286866204E+01
    0.291279957151745206E-03    0.312361580966174699E+03   -0.102109892624696208E+01   -0.220447223707612405E+01    0.515886500614822467E+03   -0.175331668045366662E+01
    0.301982438522312331E-03    0.312289412949511018E+03   -0.102087359959165269E+01   -0.218902568014037158E+01    0.493093669301509237E+03   -0.174913406901783297E+01
    0.221926162964156929E-03    0.312905461225125691E+03   -0.103147415296689182E+01   -0.220216440206487984E+01    0.523470309175946340E+03   -0.175226352695406185E+01
    0.244120276691108516E-03    0.312714828597505971E+03   -0.104086309268075361E+01   -0.219391271685401712E+01    0.548549298115054398E+03   -0.176153117177936380E+01
    0.214050118012021486E-03    0.312977730311862274E+03   -0.102980284401707323E+01   -0.220082225114485119E+01    0.541894592376884816E+03   -0.176324895046162311E+01
    0.392476257147994034E-03    0.311765198591602200E+03   -0.103777373037416254E+01   -0.219821693687265096E+01    0.533388452840974537E+03   -0.175773585841875146E+01
    0.380598459043369130E-03    0.311826660867507144E+03   -0.103318179277057709E+01   -0.220059660529689260E+01    0.543419688690153293E+03   -0.175912654515296829E+01
    0.347207890232534755E-03    0.312010303263998196E+03   -0.103592489356584316E+01   -0.220149082475315261E+01    0.550120479212837154E+03   -0.176360436727428471E+01
    0.208168412238723819E-03    0.313033455827069190E+03   -0.101731708059279846E+01   -0.218396847660586246E+01    0.492389132613314132E+03   -0.175012158750575431E+01
    0.230266182982971000E-03    0.312831678765572349E+03   -0.102630821723739807E+01   -0.218719206884423478E+01    0.512023029174094518E+03   -0.175176349095100115E+01
    0.282090258963171847E-03    0.312425696505756775E+03   -0.101672580786819644E+01   -0.218811843992637023E+01    0.485919006613946976E+03   -0.174585894669557895E+01
    0.328212148129416429E-03    0.312122830294940115E+03   -0.102678665419982984E+01   -0.219881239412298690E+01    0.528704836697300948E+03   -0.175445986030962153E+01
    0.255888778286531915E-03    0.312620664899189762E+03   -0.103705950421295334E+01   -0.220660892484962190E+01    0.538455659378875907E+03   -0.175708964427947834E+01
    0.252295145315054351E-03    0.312648951452210554E+03   -0.103938522366478381E+01   -0.220601485330849734E+01    0.564554434190943539E+03   -0.176301968435685374E+01
    0.267344854107913336E-03    0.312533071852829153E+03   -0.104651364993927665E+01   -0.220189606777111280E+01    0.558521358297872894E+03   -0.176622911830299678E+01
    0.392842623063265008E-03    0.311763332516808418E+03   -0.102796326272162553E+01   -0.220265638782765727E+01    0.528855922115786484E+03   -0.175816947382774025E+01
    0.271263367876643259E-03    0.312503970307432610E+03   -0.101964287611925819E+01   -0.219056787045959211E+01    0.489236599802898411E+03   -0.174707347912522515E+01
    0.336951385889845299E-03    0.312070273350848765E+03   -0.102514888383798919E+01   -0.220250437890495032E+01    0.526141323474976048E+03   -0.175797145251399201E+01
    0.342507799855301925E-03    0.312037561818216147E+03   -0.103263035547488258E+01   -0.220482151224608014E+01    0.549667076909879370E+03   -0.176139933909575852E+01
    0.255273706264282497E-03    0.312625478024860683E+03   -0.102362572770195470E+01   -0.220616896785585848E+01    0.518764554394852098E+03   -0.175384771914128024E+01
    0.232050368018218089E-03    0.312816241776443235E+03   -0.102763729072404075E+01   -0.218611949496380298E+01    0.505072248150611586E+03   -0.175346545195398740E+01
    0.298490782827859770E-03    0.312312672571587825E+03   -0.102188121723243697E+01   -0.219265557045107951E+01    0.511224445415966841E+03   -0.175029853754510789E+01
    0.338936229308192411E-03    0.312058526728603113E+03   -0.103464953019074635E+01   -0.219368374348495720E+01    0.521792576367536640E+03   -0.175476644698730233E+01
    0.285589029127571875E-03    0.312401043047084841E+03   -0.103656140438283551E+01   -0.219609824357476136E+01    0.531382472924121430E+03   -0.176081715390083815E+01
    0.295214988829682330E-03    0.312334742946491190E+03   -0.103408416965157990E+01   -0.220808668192510549E+01    0.545084677056720238E+03   -0.176201266091034014E+01
    0.215405321232814385E-03    0.312965107742949613E+03   -0.102767196615081247E+01   -0.218649637221327886E+01    0.510834206897103343E+03   -0.175565842597224453E+01
    0.245073660913509199E-03    0.312707033035409665E+03   -0.103197848637052658E+01   -0.219529283110396278E+01    0.542102229694206130E+03   -0.175976575722454420E+01
    0.263335164626227159E-03    0.312563295457611218E+03   -0.102000342678792677E+01   -0.219365758539140643E+01    0.514189496517969587E+03   -0.175114916526458586E+01
    0.278349275276325390E-03    0.312452397257733537E+03   -0.102039402859061212E+01   -0.219662569151611287E+01    0.522569292452357445E+03   -0.175623378560558585E+01
    0.232374789255741717E-03    0.312813447601449013E+03   -0.103006899337005997E+01   -0.219360853268606348E+01    0.512745029328055125E+03   -0.175656684361221060E+01
    0.216202632369322191E-03    0.312957718518197794E+03   -0.103154177370125666E+01   -0.218736865264266811E+01    0.514733508016799533E+03   -0.175655658848253182E+01
    0.201372592220588903E-03    0.313099836910240640E+03   -0.103749539080514452E+01   -0.221110708736736772E+01    0.568497717615121360E+03   -0.176655491248556906E+01
    0.240844362636073798E-03    0.312741848826337161E+03   -0.100746615698542286E+01   -0.219228467819117068E+01    0.478883809798195557E+03   -0.174334553554666449E+01
    0.214300162437278612E-03    0.312975395358763706E+03   -0.104961388429141600E+01   -0.221292103658573502E+01    0.577790218081236276E+03   -0.176714763869150282E+01
    0.365132943326391447E-03    0.311909627648584490E+03   -0.102993935748329157E+01   -0.219182182848633467E+01    0.515284233591362181E+03   -0.175550262754910591E+01
    0.281160954036334279E-03    0.312432296088668465E+03   -0.103265733964062711E+01   -0.219372041880983115E+01    0.527400600762056570E+03   -0.176012067292007224E+01
    0.328614487841542141E-03    0.312120380091246091E+03   -0.103020518912795822E+01   -0.219096832934817520E+01    0.519960330549863556E+03   -0.175721085977095726E+01
    0.212348495891152720E-03    0.312993693132552266E+03   -0.101390685496218680E+01   -0.220114530313456669E+01    0.511098943193893092E+03   -0.175028888052038667E+01
    0.322419797770982037E-03    0.312158441847251709E+03   -0.101283578796424223E+01   -0.218898817719992334E+01    0.488523363279510761E+03   -0.174683356074541507E+01
    0.251719231453125620E-03    0.312653522068757468E+03   -0.104469587974544176E+01   -0.220692199067865857E+01    0.563993460401438369E+03   -0.176741828689954161E+01
    0.245858882894918257E-03    0.312700635230571379E+03   -0.104436953144186973E+01   -0.220849301007600829E+01    0.560315500374625458E+03   -0.176164341643323041E+01
    0.348828758084479117E-03    0.312000988405156761E+03   -0.101615925217423886E+01   -0.219438955025863525E+01    0.505700647657697914E+03   -0.175026141779267341E+01
    0.207338149701380821E-03    0.313041448611957890E+03   -0.104853985766432700E+01   -0.220894952826964008E+01    0.586312426106137991E+03   -0.177015315319106570E+01
    0.230726244464661242E-03    0.312827686842000219E+03   -0.101996900482675734E+01   -0.219788059256778556E+01    0.508434991823329540E+03   -0.175522384805876541E+01
    0.306166117028516566E-03    0.312261895038182104E+03   -0.103228486076981518E+01   -0.220294688476286282E+01    0.524029835268116699E+03   -0.175493572025657585E+01
    0.294249122358547239E-03    0.312341297152707966E+03   -0.102411130608677681E+01   -0.219724430864250309E+01    0.516196566317212159E+03   -0.175066398869511985E+01
    0.205015899910294274E-03    0.313063975606364806E+03   -0.102686860958807458E+01   -0.219167687331872330E+01    0.511926080085443459E+03   -0.175720069978104654E+01
    0.205162195060626558E-03    0.313062548956250396E+03   -0.100579937537570530E+01   -0.218755668918937118E+01    0.476318394675612694E+03   -0.174495956807511376E+01
    0.271587264850448485E-03    0.312501583669247339E+03   -0.104384852932162708E+01   -0.219771434197434612E+01    0.548660793522921153E+03   -0.176425790212914180E+01
    0.292239617947700028E-03    0.312355002529377600E+03   -0.101024775266345124E+01   -0.219554606463797786E+01    0.492982714111872099E+03   -0.174781864973891565E+01
    0.282434916596148021E-03    0.312423254399075063E+03   -0.103943639479287420E+01   -0.220542653460316984E+01    0.557784761662551887E+03   -0.176095690932912596E+01
    0.244754715851505645E-03    0.312709637581182847E+03   -0.102879783889771659E+01   -0.220882198274844921E+01    0.530592785515031778E+03   -0.175641697594764246E+01
    0.238361986049315797E-03    0.312762569743730637E+03   -0.102231850802297330E+01   -0.220391073025710504E+01    0.516470157557593211E+03   -0.175077243770524404E+01
    0.213225562729074458E-03    0.312985449509033515E+03   -0.104358184534043730E+01   -0.220570684243849424E+01    0.576386056776821533E+03   -0.176839480367839741E+01
    0.240355463052470105E-03    0.312745912832396357E+03   -0.102892591334046202E+01   -0.220831025182208585E+01    0.546910171517390381E+03   -0.175940211286386017E+01
    0.238941044206273382E-03    0.312757716990621304E+03   -0.101943791622033508E+01   -0.220577789578942429E+01    0.523623920136418064E+03   -0.175483797867775948E+01
    0.366792185776326242E-03    0.311900559806936201E+03   -0.102506132605403089E+01   -0.220301041044013513E+01    0.525725025755181377E+03   -0.175713305579006196E+01
    0.266172253562752133E-03    0.312541863341735109E+03   -0.104903222420755959E+01   -0.220742256181707486E+01    0.566569505986305103E+03   -0.176604885435499881E+01
    0.318284254463098220E-03    0.312184260948772248E+03   -0.103324305279362427E+01   -0.219740163971080804E+01    0.544361417228314281E+03   -0.176119012444503475E+01
    0.229244693381462818E-03    0.312840570753437589E+03   -0.103681937018796333E+01   -0.219718853438739359E+01    0.551636640779643926E+03   -0.176105018006884961E+01
    0.255785076754864961E-03    0.312621475583824576E+03   -0.104505499402803181E+01   -0.220598593390467279E+01    0.563599820864551020E+03   -0.176225858456598949E+01
    0.386979512936629717E-03    0.311793407172741809E+03   -0.102652185132485663E+01   -0.220183210475684632E+01    0.518493097561145760E+03   -0.175383045890501243E+01
    0.203883302386726877E-03    0.313075055113624501E+03   -0.103757701201618424E+01   -0.220682453470373474E+01    0.562955808374941739E+03   -0.176725355627885250E+01
    0.273706102836280640E-03    0.312486040853029351E+03   -0.102673165984006154E+01   -0.218717629981518158E+01    0.510376442504967088E+03   -0.175449136117670434E+01
